Date,AQS_SITE_ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
5/26/18,360050133,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
5/27/18,360050133,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
5/28/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
5/29/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
5/30/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
5/31/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/1/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/2/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/3/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/4/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/5/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/6/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/7/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/8/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/9/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/10/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/11/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/12/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/13/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/14/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/15/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/16/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/17/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/18/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/19/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/20/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/21/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/22/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/23/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/24/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/25/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/26/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/27/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/28/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/29/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
6/30/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/1/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/2/18,360050133,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/3/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/4/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/5/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/6/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/7/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/8/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/9/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/10/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/11/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/12/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/13/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/14/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/15/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/16/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/17/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/18/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/19/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/20/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/21/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/22/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/23/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/24/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/25/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/26/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/27/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/28/18,360050133,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/29/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/30/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
7/31/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/1/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/2/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/3/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/4/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/5/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/6/18,360050133,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/7/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/8/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/9/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/10/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/11/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/12/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/13/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/14/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/15/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/16/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/17/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/18/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/19/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/20/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/21/18,360050133,1,0.3,ppm,3,22,92,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/22/18,360050133,1,0.2,ppm,2,14,58,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/23/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/24/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/25/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/26/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/27/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/28/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/29/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/30/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
8/31/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/1/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/2/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/3/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/4/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/5/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/6/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/7/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/8/18,360050133,1,0.3,ppm,3,20,83,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/10/18,360050133,1,0.2,ppm,2,15,63,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/11/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/12/18,360050133,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/13/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/14/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/15/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/16/18,360050133,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/17/18,360050133,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/18/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/19/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/20/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/21/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/22/18,360050133,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/23/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/24/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/25/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/26/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/27/18,360050133,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/28/18,360050133,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/29/18,360050133,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
9/30/18,360050133,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
10/1/18,360050133,1,0.3,ppm,3,2,8,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,5,Bronx,40.8679,-73.87809
1/1/18,360610135,1,0.2,ppm,2,19,79,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/2/18,360610135,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/3/18,360610135,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/5/18,360610135,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/6/18,360610135,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/7/18,360610135,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/8/18,360610135,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/9/18,360610135,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/10/18,360610135,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/11/18,360610135,1,1.1,ppm,13,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/12/18,360610135,1,0.8,ppm,9,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/13/18,360610135,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/14/18,360610135,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/15/18,360610135,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/16/18,360610135,1,0.7,ppm,8,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/17/18,360610135,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/18/18,360610135,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/19/18,360610135,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/20/18,360610135,1,0.5,ppm,6,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/21/18,360610135,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/22/18,360610135,1,0.9,ppm,10,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/23/18,360610135,1,0.6,ppm,7,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/24/18,360610135,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/25/18,360610135,1,0.2,ppm,2,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/26/18,360610135,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/27/18,360610135,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/28/18,360610135,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/29/18,360610135,1,0.4,ppm,5,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
1/30/18,360610135,1,0.3,ppm,3,24,100,42101,Carbon monoxide,35620,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,61,New York,40.81976,-73.94825
